Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor,valor,valor [M],Valor_m2_Barrio,Valor_m2_Millon,valor_m2,valor [m]
Casa,Casa en venta en Usaquén,3,2,140,Usaquén,Usaquén,$ 534.000.000,,534.0,5655581.34903221,3814285.714285714,,
Apartamento,Apartamento en venta en Fontibón,3,2,75,Fontibón,Fontibón,$ 350.000.000,,350.0,3723021.3134775246,4666666.666666667,,
Apartamento,Apartamento en venta en Cedritos,3,2,98,Cedritos,Usaquén,$ 458.000.000,,458.0,5027419.586695462,4673469.3877551025,,
Casa,Casa en venta en La Uribe,5,4,147,La Uribe,Usaquén,$ 522.400.000,,522.4,4266437.768240344,3553741.4965986395,,
Apartamento,Apartamento en venta en Usaquén,2,2,72,Usaquén,Usaquén,$ 480.000.000,,480.0,5655581.34903221,6666666.666666667,,
Apartamento,Apartamento en venta en Chapinero Central,3,2,81,Chapinero Central,Localidad Chapinero resto,$ 450.000.000,,450.0,6360286.919831224,5555555.555555556,,
Apartamento,Apartamento en venta en Teusaquillo,3,2,74,Teusaquillo,Teusaquillo,$ 322.000.000,,322.0,3975204.3017677176,4351351.3513513515,,
Apartamento,Apartamento en venta en Marly,2,3,85,Marly,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000,,420.0,4937500.0,4941176.470588235,,
Apartamento,Apartamento en venta en Cantagallo,2,2,60,Cantagallo,Britalia,$ 395.990.000,,395.99,5719205.81655481,6599833.333333333,,
Apartamento,Apartamento en venta en Kennedy,4,3,150,Kennedy,Kennedy Central,$ 1.300.000.000,,1300.0,3382897.908271655,8666666.666666666,,
Casa,Casa en venta en Cedritos,4,4,170,Cedritos,Usaquén,$ 685.000.000,,685.0,5027419.586695462,4029411.7647058824,,
Apartamento,Apartamento en venta en San Patricio,3,3,89,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 491.000.000,,491.0,6831854.578231803,5516853.93258427,,
Casa,Casa en venta en Kennedy,9,4,355,Kennedy,Kennedy Central,$ 520.000.000,,520.0,3382897.908271655,1464788.7323943663,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,87,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,,380.0,4572008.510026536,4367816.091954023,,
Apartamento,Apartamento en venta en Chico Reservado,3,3,126,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 633.900.000,,633.9,8104486.540013073,5030952.380952381,,
Apartamento,Apartamento en venta en Cedritos,1,2,75,Cedritos,Usaquén,$ 485.000.000,,485.0,5027419.586695462,6466666.666666667,,
Apartamento,Apartamento en venta en Cedritos,3,3,112,Cedritos,Usaquén,$ 530.000.000,,530.0,5027419.586695462,4732142.857142857,,
Apartamento,Apartamento en venta en Nueva Zelandia,2,1,40,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 213.000.000,,213.0,4173159.1320072333,5325000.0,,
Casa,Casa en venta en Zona Noroccidental,4,4,406,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 2.500.000.000,,2500.0,4572008.510026536,6157635.467980295,,
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,64,Ciudad Salitre,Ciudad Salitre Oriental,$ 466.000.000,,466.0,7412638.847193035,7281250.0,,
Apartamento,Apartamento en venta en San Cristobal,2,1,45,San Cristobal,Sosiego,$ 160.000.000,,160.0,2912246.8659594986,3555555.5555555555,,
Apartamento,Apartamento en venta en Puente Aranda,3,2,95,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 680.000.000,,680.0,3247774.5941037624,7157894.736842105,,
Apartamento,Apartamento en venta en Cedritos,2,3,97,Cedritos,Usaquén,$ 432.990.000,,432.99,5027419.586695462,4463814.43298969,,
Apartamento,Apartamento en venta en Fontibón,3,2,65,Fontibón,Fontibón,$ 292.000.000,,292.0,3723021.3134775246,4492307.692307692,,
Apartamento,Apartamento en venta en Tintala,3,2,52,Tintala,Tintala,$ 170.000.000,,170.0,3799199.244295887,3269230.769230769,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 310.000.000,,310.0,4572008.510026536,3974358.9743589745,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,120,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 570.000.000,,570.0,4572008.510026536,4750000.0,,
Apartamento,Apartamento en venta en Santa Barbara,2,2,61,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 535.000.000,,535.0,5852628.361947599,8770491.803278688,,
Apartamento,Apartamento en venta en Quinta Camacho,3,3,166,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000,,1250.0,5430680.091363312,7530120.481927711,,
Apartamento,Apartamento en venta en Cedritos,2,2,67,Cedritos,Usaquén,$ 515.000.000,,515.0,5027419.586695462,7686567.164179104,,
Apartamento,Apartamento en venta en El Chicó,4,4,300,El Chicó,CHAPINERO: Chicó Lago + El Refugio,$ 2.700.000.000,,2700.0,7648045.112781955,9000000.0,,
Apartamento,Apartamento en venta en Engativa,3,2,50,Engativa,Engativá,$ 195.000.000,,195.0,2887769.666800428,3900000.0,,
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,65,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 325.000.000,,325.0,4572008.510026536,5000000.0,,
Apartamento,Apartamento en venta en Usaquén,2,1,48,Usaquén,Usaquén,$ 210.000.000,,210.0,5655581.34903221,4375000.0,,
Apartamento,Apartamento en venta en Cantagallo,3,2,65,Cantagallo,Britalia,$ 350.000.000,,350.0,5719205.81655481,5384615.384615385,,
Apartamento,Apartamento en venta en Usaquén,3,1,52,Usaquén,Usaquén,$ 192.500.000,,192.5,5655581.34903221,3701923.076923077,,
Apartamento,Apartamento en venta en Hayuelos,3,2,69,Hayuelos,Modelia,$ 337.000.000,,337.0,4814082.765845993,4884057.971014493,,
Apartamento,Apartamento en venta en Chapinero,1,1,44,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 350.000.000,,350.0,4580185.76602501,7954545.454545454,,
Apartamento,Apartamento en venta en Cantagallo,3,2,58,Cantagallo,Britalia,$ 311.000.000,,311.0,5719205.81655481,5362068.9655172415,,
Casa,Casa en venta en Santa Barbara,5,5,220,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.300.000.000,,1300.0,5852628.361947599,5909090.909090909,,
Casa,Casa en venta en Suba,5,5,189,Suba,Suba,$ 940.000.000,,940.0,4323720.522957073,4973544.973544974,,
Apartamento,Apartamento en venta en Usaquén,3,2,56,Usaquén,Usaquén,$ 280.000.000,,280.0,5655581.34903221,5000000.0,,
Apartamento,Apartamento en venta en Santa Teresa,3,2,75,Santa Teresa,San Cristóbal Norte,$ 340.000.000,,340.0,5089707.271010387,4533333.333333333,,
Casa,Casa en venta en Fontibón,7,3,30,Fontibón,Fontibón,$ 550.000.000,,550.0,3723021.3134775246,18333333.333333332,,
Apartamento,Apartamento en venta en Pasadena ,3,2,109,Pasadena ,,$ 472.000.000,,472.0,5244227.353463588,4330275.229357799,,
Apartamento,Apartamento en venta en San Patricio,2,1,88,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,,510.0,6831854.578231803,5795454.545454546,,
Apartamento,Apartamento en venta en Usaquén,1,2,53,Usaquén,Usaquén,$ 380.000.000,,380.0,5655581.34903221,7169811.320754717,,
Apartamento,Apartamento en venta en Usaquén,2,1,54,Usaquén,Usaquén,$ 255.000.000,,255.0,5655581.34903221,4722222.222222222,,
Apartamento,Apartamento en venta en Kennedy,3,2,76,Kennedy,Kennedy Central,$ 290.000.000,,290.0,3382897.908271655,3815789.4736842103,,
Casa,Casa en venta en Tunjuelito,7,5,444,Tunjuelito,Tunjuelito,$ 390.000.000,,390.0,2381058.318766884,878378.3783783783,,
Casa,Casa en venta en Suba,3,4,254,Suba,Suba,$ 1.400.000.000,,1400.0,4323720.522957073,5511811.023622047,,
Casa,Casa en venta en Bosa,12,7,1100,Bosa,Bosa Central,$ 330.000.000,,330.0,2677845.135869721,300000.0,,
Apartamento,Apartamento en venta en Bosa,3,1,47,Bosa,Bosa Central,$ 140.000.000,,140.0,2677845.135869721,2978723.404255319,,
Apartamento,Apartamento en venta en Fontibón,3,2,48,Fontibón,Fontibón,$ 155.000.000,,155.0,3723021.3134775246,3229166.6666666665,,
Casa,Casa en venta en Kennedy,4,2,432,Kennedy,Kennedy Central,$ 680.000.000,,680.0,3382897.908271655,1574074.0740740742,,
Casa,Casa en venta en Cedritos,6,5,300,Cedritos,Usaquén,$ 1.100.000.000,,1100.0,5027419.586695462,3666666.6666666665,,
Apartamento,Apartamento en venta en Suba,3,2,77,Suba,Suba,$ 360.000.000,,360.0,4323720.522957073,4675324.675324676,,
Apartamento,Apartamento en venta en Chapinero Central,3,2,92,Chapinero Central,Localidad Chapinero resto,$ 425.000.000,,425.0,6360286.919831224,4619565.217391305,,
Apartamento,Apartamento en venta en Tintala,3,1,47,Tintala,Tintala,$ 147.000.000,,147.0,3799199.244295887,3127659.574468085,,
Casa,Casa en venta en Bosa,3,2,85,Bosa,Bosa Central,$ 190.000.000,,190.0,2677845.135869721,2235294.117647059,,
Apartamento,Apartamento en venta en Bosa,3,1,43,Bosa,Bosa Central,$ 120.000.000,,120.0,2677845.135869721,2790697.6744186045,,
Lote,Lote en venta en Fontibón,4,1,90,Fontibón,Fontibón,$ 420.000.000,,420.0,3723021.3134775246,4666666.666666667,,
Apartamento,Apartamento en venta en Usaquén,2,2,76,Usaquén,Usaquén,$ 505.000.000,,505.0,5655581.34903221,6644736.842105263,,
Casa,Casa en venta en San Cristobal,5,2,274,San Cristobal,Sosiego,$ 130.000.000,,130.0,2912246.8659594986,474452.5547445255,,
Casa,Casa en venta en San Luis,7,4,590,San Luis,Galerías,$ 1.380.000.000,,1380.0,3082656.826568266,2338983.0508474577,,
Apartamento,Apartamento en venta en Santa Fe,1,1,52,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 420.000.000,,420.0,5754799.433180728,8076923.076923077,,
Apartamento,Apartamento en venta en Bella Suiza,2,2,86,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 550.000.000,,550.0,6290550.7012394,6395348.837209302,,
Apartamento,Apartamento en venta en Usaquén,3,2,87,Usaquén,Usaquén,$ 420.000.000,,420.0,5655581.34903221,4827586.206896552,,
Apartamento,Apartamento en venta en Chapinero Central,1,1,38,Chapinero Central,Localidad Chapinero resto,$ 310.000.000,,310.0,6360286.919831224,8157894.736842105,,
Apartamento,Apartamento en venta en Los Rosales,1,2,64,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 580.000.000,,580.0,8208857.198335645,9062500.0,,
Apartamento,Apartamento en venta en Chico Reservado,3,4,177,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 980.000.000,,980.0,8104486.540013073,5536723.163841808,,
Apartamento,Apartamento en venta en Chapinero,1,1,39,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 270.000.000,,270.0,4580185.76602501,6923076.923076923,,
Apartamento,Apartamento en venta en Bella Suiza,1,2,64,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 435.000.000,,435.0,6290550.7012394,6796875.0,,
Apartamento,Apartamento en venta en Chapinero,3,2,120,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 900.000.000,,900.0,4580185.76602501,7500000.0,,
Apartamento,Apartamento en venta en Cedritos,3,3,99,Cedritos,Usaquén,$ 490.000.000,,490.0,5027419.586695462,4949494.94949495,,
Casa,Casa en venta en Suba,3,2,92,Suba,Suba,$ 380.000.000,,380.0,4323720.522957073,4130434.782608696,,
Apartamento,Apartamento en venta en La Candelaria,3,3,90,La Candelaria,La Candelaria,$ 660.000.000,,660.0,8889242.669544883,7333333.333333333,,
Casa,Casa en venta en Nueva Autopista,3,3,185,Nueva Autopista,Los Cedros,$ 850.000.000,,850.0,5078665.442301806,4594594.594594595,,
Casa,Casa en venta en Casablanca,3,5,223,Casablanca,Casa Blanca Suba,$ 1.550.000.000,,1550.0,6245421.245421246,6950672.64573991,,
Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000,,390.0,3723021.3134775246,4698795.180722891,,
Apartamento,Apartamento en venta en Tintala,3,2,51,Tintala,Tintala,$ 230.000.000,,230.0,3799199.244295887,4509803.9215686275,,
Apartamento,Apartamento en venta en Cedritos,4,3,114,Cedritos,Usaquén,$ 620.000.000,,620.0,5027419.586695462,5438596.49122807,,
Apartamento,Apartamento en venta en Las Nieves,1,2,49,Las Nieves,SANTA FE: Las Nieves + Sagrado Corazón,$ 180.000.000,,180.0,5050710.981668665,3673469.387755102,,
Casa,Casa en venta en Suba,3,3,150,Suba,Suba,$ 900.000.000,,900.0,4323720.522957073,6000000.0,,
Apartamento,Apartamento en venta en Santa Fe,3,3,90,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 660.000.000,,660.0,5754799.433180728,7333333.333333333,,
Apartamento,Apartamento en venta en Suba,3,2,82,Suba,Suba,$ 455.000.000,,455.0,4323720.522957073,5548780.4878048785,,
Apartamento,Apartamento en venta en Teusaquillo,1,2,50,Teusaquillo,Teusaquillo,$ 450.000.000,,450.0,3975204.3017677176,9000000.0,,
Apartamento,Apartamento en venta en Nueva Autopista,3,3,123,Nueva Autopista,Los Cedros,$ 700.000.000,,700.0,5078665.442301806,5691056.910569105,,
Casa,Casa en venta en Suba,5,5,500,Suba,Suba,$ 2.300.000.000,,2300.0,4323720.522957073,4600000.0,,
Apartamento,Apartamento en venta en Suba,3,2,83,Suba,Suba,$ 280.000.000,,280.0,4323720.522957073,3373493.9759036144,,
Casa,Casa en venta en Suba,3,3,150,Suba,Suba,$ 930.000.000,,930.0,4323720.522957073,6200000.0,,
Casa,Casa en venta en Cedritos,3,3,185,Cedritos,Usaquén,$ 850.000.000,,850.0,5027419.586695462,4594594.594594595,,
Casa,Casa en venta en Cedritos,3,3,226,Cedritos,Usaquén,$ 980.000.000,,980.0,5027419.586695462,4336283.185840708,,
Apartamento,Apartamento en venta en Pasadena ,3,2,80,Pasadena ,,$ 480.000.000,,480.0,5244227.353463588,6000000.0,,
Apartamento,Apartamento en venta en Santa Barbara,2,3,91,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 840.000.000,,840.0,5852628.361947599,9230769.23076923,,
Casa,Casa en venta en Fontibón,3,2,98,Fontibón,Fontibón,$ 410.000.000,,410.0,3723021.3134775246,4183673.4693877553,,
Apartamento,Apartamento en venta en Cedritos,3,2,94,Cedritos,Usaquén,$ 520.000.000,,520.0,5027419.586695462,5531914.893617021,,
Apartamento,Apartamento en venta en Fontibón,3,2,83,Fontibón,Fontibón,$ 390.000.000,,390.0,3723021.3134775246,4698795.180722891,,
Apartamento,Apartamento en venta en Teusaquillo,2,3,76,Teusaquillo,Teusaquillo,$ 535.000.000,,535.0,3975204.3017677176,7039473.684210527,,
Apartamento,Apartamento en venta en Teusaquillo,1,1,50,Teusaquillo,Teusaquillo,$ 374.000.000,,374.0,3975204.3017677176,7480000.0,,
Apartamento,Apartamento en venta en Bosa,2,1,42,Bosa,Bosa Central,$ 117.000.000,,117.0,2677845.135869721,2785714.285714286,,
Apartamento,Apartamento en venta en Chapinero,1,1,67,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 520.000.000,,520.0,4580185.76602501,7761194.0298507465,,
Apartamento,Apartamento en venta en Santa Barbara,1,2,37,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 274.600.000,,274.6,5852628.361947599,7421621.621621622,,
Apartamento,Apartamento en venta en Teusaquillo,1,1,49,Teusaquillo,Teusaquillo,$ 362.000.000,,362.0,3975204.3017677176,7387755.102040816,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,3,98,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 601.000.000,,601.0,4572008.510026536,6132653.0612244895,,
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,41,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 200.000.000,,200.0,4572008.510026536,4878048.780487805,,
Casa,Casa en venta en Zona Noroccidental,2,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 183.000.000,,183.0,4572008.510026536,2614285.714285714,,
Apartamento,Apartamento en venta en Barrios Unidos,2,3,75,Barrios Unidos,Los Andes,$ 260.000.000,,260.0,2959917.1141243065,3466666.6666666665,,
Apartamento,Apartamento en venta en Cedritos,2,1,51,Cedritos,Usaquén,$ 230.000.000,,230.0,5027419.586695462,4509803.9215686275,,
Apartamento,Apartamento en venta en Chapinero,1,1,26,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 130.000.000,,130.0,4580185.76602501,5000000.0,,
Casa,Casa en venta en Barrios Unidos,3,2,85,Barrios Unidos,Los Andes,$ 300.000.000,,300.0,2959917.1141243065,3529411.7647058824,,
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,63,Ciudad Salitre,Ciudad Salitre Oriental,$ 495.000.000,,495.0,7412638.847193035,7857142.857142857,,
Casa,Casa en venta en La Estancia,3,2,65,La Estancia,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 170.000.000,,170.0,2606707.3170731706,2615384.6153846155,,
Apartamento,Apartamento en venta en Los Rosales,3,3,112,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 650.000.000,,650.0,8208857.198335645,5803571.428571428,,
Apartamento,Apartamento en venta en Suba,3,3,98,Suba,Suba,$ 485.200.000,,485.2,4323720.522957073,4951020.408163265,,
Apartamento,Apartamento en venta en Usaquén,2,3,92,Usaquén,Usaquén,$ 840.000.000,,840.0,5655581.34903221,9130434.782608695,,
Apartamento,Apartamento en venta en Barrios Unidos,3,2,103,Barrios Unidos,Los Andes,$ 520.000.000,,520.0,2959917.1141243065,5048543.689320388,,
Casa,Casa en venta en Suba,4,6,425,Suba,Suba,$ 3.300.000.000,,3300.0,4323720.522957073,7764705.882352941,,
Casa,Casa en venta en Zona Noroccidental,6,3,208,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 420.000.000,,420.0,4572008.510026536,2019230.7692307692,,
Apartamento,Apartamento en venta en Usaquén,3,3,104,Usaquén,Usaquén,$ 699.000.000,,699.0,5655581.34903221,6721153.846153846,,
Apartamento,Apartamento en venta en Suba,3,4,200,Suba,Suba,$ 1.150.000.000,,1150.0,4323720.522957073,5750000.0,,
Apartamento,Apartamento en venta en Quinta Paredes,3,2,70,Quinta Paredes,Teusaquillo,$ 480.000.000,,480.0,5302461.344272641,6857142.857142857,,
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 282.000.000,,282.0,5655581.34903221,4028571.4285714286,,
Casa,Casa en venta en Usaquén,3,4,97,Usaquén,Usaquén,$ 450.000.000,,450.0,5655581.34903221,4639175.257731959,,
Casa,Casa en venta en Engativa,4,2,72,Engativa,Engativá,$ 365.000.000,,365.0,2887769.666800428,5069444.444444444,,
Apartamento,Apartamento en venta en Cedritos,4,4,143,Cedritos,Usaquén,$ 800.000.000,,800.0,5027419.586695462,5594405.594405594,,
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 483.000.000,,483.0,5027419.586695462,7000000.0,,
Apartamento,Apartamento en venta en Colina Campestre,3,3,109,Colina Campestre,Niza,$ 514.990.000,,514.99,4776341.497750727,4724678.8990825685,,
Apartamento,Apartamento en venta en Chico Reservado,3,2,88,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 500.000.000,,500.0,8104486.540013073,5681818.181818182,,
Apartamento,Apartamento en venta en Usaquén,2,2,103,Usaquén,Usaquén,$ 850.000.000,,850.0,5655581.34903221,8252427.184466019,,
Apartamento,Apartamento en venta en Suba,2,2,68,Suba,Suba,$ 350.000.000,,350.0,4323720.522957073,5147058.823529412,,
Apartamento,Apartamento en venta en Usaquén,1,1,42,Usaquén,Usaquén,$ 280.000.000,,280.0,5655581.34903221,6666666.666666667,,
Apartamento,Apartamento en venta en Usaquén,5,5,337,Usaquén,Usaquén,$ 3.300.000.000,,3300.0,5655581.34903221,9792284.866468843,,
Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 340.000.000,,340.0,3723021.3134775246,5312500.0,,
Apartamento,Apartamento en venta en Usaquén,3,2,102,Usaquén,Usaquén,$ 609.800.000,,609.8,5655581.34903221,5978431.37254902,,
Apartamento,Apartamento en venta en San Patricio,2,2,63,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 346.990.000,,346.99,6831854.578231803,5507777.777777778,,
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,,339.0,3992085.6610800745,3766666.6666666665,,
Casa,Casa en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 116.000.000,,116.0,3382897.908271655,2697674.418604651,,
Apartamento,Apartamento en venta en Kennedy,3,2,61,Kennedy,Kennedy Central,$ 230.000.000,,230.0,3382897.908271655,3770491.8032786883,,
Casa,Casa en venta en Nueva Autopista,3,3,185,Nueva Autopista,Los Cedros,$ 1.100.000.000,,1100.0,5078665.442301806,5945945.945945946,,
Apartamento,Apartamento en venta en Cedritos,3,3,106,Cedritos,Usaquén,$ 680.000.000,,680.0,5027419.586695462,6415094.339622642,,
Apartamento,Apartamento en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 133.200.000,,133.2,3382897.908271655,3097674.418604651,,
Apartamento,Apartamento en venta en Zona Noroccidental,4,3,96,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 423.000.000,,423.0,4572008.510026536,4406250.0,,
Apartamento,Apartamento en venta en Santa Barbara,2,3,94,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 586.700.000,,586.7,5852628.361947599,6241489.361702127,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,5,166,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.080.000.000,,1080.0,4572008.510026536,6506024.096385542,,
Apartamento,Apartamento en venta en Chapinero,2,3,152,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 748.900.000,,748.9,4580185.76602501,4926973.684210527,,
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,,339.0,3992085.6610800745,3766666.6666666665,,
Apartamento,Apartamento en venta en Teusaquillo,7,4,146,Teusaquillo,Teusaquillo,$ 370.000.000,,370.0,3975204.3017677176,2534246.5753424657,,
Apartamento,Apartamento en venta en Usaquén,3,2,61,Usaquén,Usaquén,$ 270.000.000,,270.0,5655581.34903221,4426229.508196721,,
Apartamento,Apartamento en venta en Lagos De Cordoba,3,3,77,Lagos De Cordoba,Niza,$ 500.000.000,,500.0,6503820.68262863,6493506.493506493,,
Apartamento,Apartamento en venta en Usaquén,3,2,67,Usaquén,Usaquén,$ 268.000.000,,268.0,5655581.34903221,4000000.0,,
Apartamento,Apartamento en venta en El Batán,1,1,47,El Batán,La Alhambra,$ 310.000.000,,310.0,5006787.45153331,6595744.680851064,,
Apartamento,Apartamento en venta en Suba,1,1,48,Suba,Suba,$ 372.760.000,,372.76,4323720.522957073,7765833.333333333,,
Apartamento,Apartamento en venta en Usaquén,4,4,176,Usaquén,Usaquén,$ 1.150.000.000,,1150.0,5655581.34903221,6534090.909090909,,
Casa,Casa en venta en Teusaquillo,2,2,245,Teusaquillo,Teusaquillo,$ 1.500.000.000,,1500.0,3975204.3017677176,6122448.979591837,,
Apartamento,Apartamento en venta en Cedritos,2,2,97,Cedritos,Usaquén,$ 486.990.000,,486.99,5027419.586695462,5020515.4639175255,,
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 282.000.000,,282.0,5655581.34903221,4028571.4285714286,,
Casa,Casa en venta en Usaquén,3,4,97,Usaquén,Usaquén,$ 450.000.000,,450.0,5655581.34903221,4639175.257731959,,
Apartamento,Apartamento en venta en Usaquén,4,5,224,Usaquén,Usaquén,$ 1.600.000.000,,1600.0,5655581.34903221,7142857.142857143,,
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 305.000.000,,305.0,4323720.522957073,4841269.841269841,,
Apartamento,Apartamento en venta en Suba,3,3,160,Suba,Suba,$ 800.000.000,,800.0,4323720.522957073,5000000.0,,
Apartamento,Apartamento en venta en Suba,1,2,54,Suba,Suba,$ 420.000.000,,420.0,4323720.522957073,7777777.777777778,,
Apartamento,Apartamento en venta en Quinta Paredes,3,2,70,Quinta Paredes,Teusaquillo,$ 480.000.000,,480.0,5302461.344272641,6857142.857142857,,
Apartamento,Apartamento en venta en La Macarena,1,1,37,La Macarena,La Macarena,$ 250.000.000,,250.0,6756756.756756756,6756756.756756756,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,70,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 315.000.000,,315.0,4572008.510026536,4500000.0,,
Apartamento,Apartamento en venta en Bosa,2,1,41,Bosa,Bosa Central,$ 120.000.000,,120.0,2677845.135869721,2926829.2682926827,,
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 290.000.000,,290.0,4572008.510026536,4264705.882352941,,
Casa,Casa en venta en Engativa,4,2,72,Engativa,Engativá,$ 365.000.000,,365.0,2887769.666800428,5069444.444444444,,
Apartamento,Apartamento en venta en Cedritos,4,4,143,Cedritos,Usaquén,$ 800.000.000,,800.0,5027419.586695462,5594405.594405594,,
Apartamento,Apartamento en venta en Cedritos,2,2,69,Cedritos,Usaquén,$ 483.000.000,,483.0,5027419.586695462,7000000.0,,
Apartamento,Apartamento en venta en Chico Reservado,3,2,88,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 500.000.000,,500.0,8104486.540013073,5681818.181818182,,
Apartamento,Apartamento en venta en San Patricio,2,2,63,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 346.990.000,,346.99,6831854.578231803,5507777.777777778,,
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,,339.0,3992085.6610800745,3766666.6666666665,,
Apartamento,Apartamento en venta en Usaquén,3,2,102,Usaquén,Usaquén,$ 609.800.000,,609.8,5655581.34903221,5978431.37254902,,
Apartamento,Apartamento en venta en Colina Campestre,3,3,109,Colina Campestre,Niza,$ 514.990.000,,514.99,4776341.497750727,4724678.8990825685,,
Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 340.000.000,,340.0,3723021.3134775246,5312500.0,,
Apartamento,Apartamento en venta en Kennedy,2,1,43,Kennedy,Kennedy Central,$ 133.200.000,,133.2,3382897.908271655,3097674.418604651,,
Apartamento,Apartamento en venta en Cedritos,3,3,106,Cedritos,Usaquén,$ 680.000.000,,680.0,5027419.586695462,6415094.339622642,,
Apartamento,Apartamento en venta en Mirandela ,3,2,90,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 339.000.000,,339.0,3992085.6610800745,3766666.6666666665,,
Casa,Casa en venta en Nueva Autopista,3,3,185,Nueva Autopista,Los Cedros,$ 1.100.000.000,,1100.0,5078665.442301806,5945945.945945946,,
Apartamento,Apartamento en venta en Usaquén,5,5,337,Usaquén,Usaquén,$ 3.300.000.000,,3300.0,5655581.34903221,9792284.866468843,,
